isbsg_project_id,project_prf_year_of_project,external_eef_organisation_type,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_max_team_size,process_pmf_docs,tech_tf_tools_used,people_prf_ba_team_experience_less_than_1_yr,people_prf_ba_team_experience_1_to_3_yr,people_prf_ba_team_experience_great_than_3_yr,people_prf_it_experience_less_than_3_yr,people_prf_it_experience_3_to_9_yr,people_prf_it_experience_great_than_9_yr,people_prf_project_manage_experience,people_prf_project_manage_changes,people_prf_personnel_changes,process_pmf_development_methodologies_agile_development,process_pmf_development_methodologies_iterative,process_pmf_development_methodologies_missing,process_pmf_development_methodologies_multifunctional_teams,process_pmf_development_methodologies_scrum,process_pmf_development_methodologies_spiral,process_pmf_development_methodologies_unified_process,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,tech_tf_client_roles_business_logic_or_rule_processing,tech_tf_client_roles_data_entry_and_validation,tech_tf_client_roles_data_retrieval_and_presentation,tech_tf_client_roles_missing,tech_tf_client_roles_run_a_computer_human_interface,tech_tf_client_roles_security,tech_tf_client_roles_web_public_interface,tech_tf_client_roles_web_html_browser,tech_tf_server_roles_database_server,tech_tf_server_roles_file_print_server,tech_tf_server_roles_ftp_server,tech_tf_server_roles_html_web_server,tech_tf_server_roles_mail_server,tech_tf_server_roles_messaging_server,tech_tf_server_roles_missing,tech_tf_server_roles_multi_user_legacy_application,tech_tf_server_roles_object_component_server,tech_tf_server_roles_security_authentication,external_eef_industry_sector_Service_Industry,project_prf_application_group_Business_Application,project_prf_application_group_Mathematically_Intensive_Application,project_prf_application_group_Missing,project_prf_application_group_Real_Time_Application,project_prf_application_group_business_application,project_prf_application_group_missing,project_prf_development_type_Enhancement,project_prf_development_type_New_Development,project_prf_development_type_Re_development,tech_tf_development_platform_MF,tech_tf_development_platform_MR,tech_tf_development_platform_Missing,tech_tf_development_platform_Multi,tech_tf_development_platform_PC,tech_tf_development_platform_Proprietary,tech_tf_language_type_2GL,tech_tf_language_type_3GL,tech_tf_language_type_4GL,tech_tf_language_type_5GL,tech_tf_language_type_Missing,functional_size_group_L_1000_2999,functional_size_group_M_100_999,functional_size_group_S_100,project_prf_relative_size_L,project_prf_relative_size_M1,project_prf_relative_size_M2,project_prf_relative_size_Missing,project_prf_relative_size_S,project_prf_relative_size_XS,project_prf_team_size_group_15_20,project_prf_team_size_group_2,project_prf_team_size_group_21_30,project_prf_team_size_group_3_4,project_prf_team_size_group_31_40,project_prf_team_size_group_5_8,project_prf_team_size_group_9_14,project_prf_team_size_group_Missing,project_prf_case_tool_used_Missing,project_prf_case_tool_used_No,project_prf_case_tool_used_Yes,tech_tf_architecture_Client_server,tech_tf_architecture_Missing,tech_tf_architecture_Multi_tier,tech_tf_architecture_Multi_tier_with_web_public_interface,tech_tf_architecture_Stand_alone,tech_tf_architecture_Stand_alone_1,tech_tf_client_server_Don_t_Know,tech_tf_client_server_Missing,tech_tf_client_server_No,tech_tf_client_server_Not_Applicable,tech_tf_client_server_Yes,tech_tf_dbms_used_Missing,tech_tf_dbms_used_No,tech_tf_dbms_used_Yes
13120,2006,community services,logistic or supply planning & control,Java,235,26378,24125,60.3,71.31995,,5.100299,1.1069174,26.64266,23.71352,16,3,,1.0,3.0,0.0005029155,2.0,3.0744765,1.68653,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
27771,2005,transport & storage,financial transaction process/accounting,SQL,100,141,87,1.6354067,1.1332343,20.057491,142.7803,1.6505383,2.3774235,4.796884,10,2,1.0156927,1.0,8.0,1.5813491,2.0,3.1297083,28.417984,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
17275,2004,community services,"document management; job, case, incident, project management",ABAP,299,13386,9438,28.31831,18.144081,28.669233,12.561917,1.8595804,6.883161,11.909281,10,2,2.4590342,2.0,3.0,0.037150864,3.0,5.644208,23.142897,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
26702,2005,community services,airport weather observation systems; meteorological  events detection,SQL,331,16897,16478,32.124443,22.191383,17.409517,16.828562,,11.319782,12.170949,15,4,1.1494337,1.0,8.0,,1.0,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
24820,2007,air traffic management,complex process control; workflow support & management,PL/I,678,1248,774,3.0899084,4.652331,37.678074,6.373453,,14.739628,7.6133866,1,0,,1.0,8.0,0.0021127434,1.0,8.022692,3.569562,,,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
10393,1998,transport & storage,"job, case, incident, project management; workflow support & management",RPG,352,11352,7783,20.71956,10.175591,32.181797,17.297258,,5.3967896,4.2716317,2,0,5.0031185,3.0,4.0,0.7791937,2.0,2.502605,10.369597,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
27610,2009,community services,complex process control; workflow support & management,Missing,207,5452,5961,23.753403,36.74711,24.451632,5.128045,,26.506424,6.724657,11,2,1.7765676,3.0,7.0,1.1867561,2.0,5.8509808,34.215282,,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
11055,2014,transport & storage,catalogue/register of things or events; electronic data interchange; financial transaction process/accounting,Java,67,152,144,9.425263,13.166999,13.046856,6.9363093,1.5572696,14.431671,4.8573995,12,4,1.1136062,1.0,5.0,0.012017763,1.0,10.146151,0.6631727,0.0,0.0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
24389,2009,car rental,distribution,APPS,68,815,831,8.417578,8.946451,23.576214,34.684967,1.5828979,4.9386234,6.5793624,14,2,1.090026,2.0,3.0,3.081607e-05,6.0,2.4744098,16.13094,0.0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
22347,2004,transport & storage; wholesale & retail trade,missing,Java,538,20659,19371,49.863792,43.796204,4.995217,11.501422,2.180739,17.096594,18.180449,17,2,1.75515,1.0,5.0,1.6295986e-05,1.0,,30.130188,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True
14621,2010,community services; government,"job, case, incident, project management; workflow support & management",Assembler,56,2899,4894,20.694445,30.536335,7.586035,8.594965,1.8312445,4.8063197,15.865253,17,4,1.0431867,2.0,,,2.0,3.9767187,,,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
12498,2005,community services; government,customer relationship management,C++,93,5949,2475,25.871836,13.785656,17.99421,5.24955,1.29734,11.944926,6.735528,17,2,,,4.0,0.00012305271,,3.6210487,31.278805,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
25420,2007,surveillance & security,missing,PL/I,795,4269,8751,4.1713357,9.459302,27.985537,156.09961,6.399625,3.2710943,10.492876,17,2,,1.0,5.0,,3.0,3.3261657,0.0067860307,,,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
11055,2014,airport,workflow support & management,Java,44,368,380,12.483941,14.467224,,5.158961,3.9272323,12.040263,3.1941335,17,2,1.0000653,1.0,2.0,0.0018635408,1.0,1.3778214,2.546561,0.0,0.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
21167,2009,community services,workflow support & management,PL/I,111,1073,1448,6.3495584,6.813664,,5.323323,,4.7394686,5.8612785,11,2,1.4968522,1.0,3.0,0.1510334,4.0,1.2322464,0.22136569,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
16712,2011,community services; government; public administration,catalogue/register of things or events; management or performance reporting,Missing,40,1398,6003,10.713112,44.158985,7.611065,5.119639,5.50322,2.9369771,5.344169,15,7,2.2634072,,6.0,0.45091558,2.0,,0.12520343,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
24745,2008,transport & storage,logistic or supply planning & control,APPS,51,12350,16393,43.02606,47.80169,28.848372,5.101035,1.0053842,3.0739894,16.981276,17,4,1.0408967,1.0,3.0,0.0015808126,1.0,2.4228318,1.5880221,0.0,0.0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
16792,2006,community services,"job, case, incident, project management; software for communities to support administration",Java,145,6926,3417,19.856363,12.917545,56.257137,58.144627,5.5226126,3.2377293,6.139434,11,7,1.0086257,,1.0,0.12267289,3.0,1.7303163,4.6804066,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True
13178,2006,surveillance & security,auditing management,Visual Basic,57,2463,2596,15.873912,13.384207,33.921196,38.67013,2.4847238,2.3661861,9.990599,2,3,4.103614,1.0,4.0,0.8420474,3.0,3.02203,3.4977753,,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True,False,False,False,True,False,True,False,False,False
32308,2004,"art , events , ticketing",auditing management,RPG,597,7010,9309,9.779715,8.560455,6.821228,27.819178,4.6896667,7.0637636,6.9731297,13,2,1.2123057,1.0,6.0,0.00012476323,3.0,2.355769,30.456896,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
11278,2008,transport & storage,customer relationship management,Java,230,7340,5203,25.34875,37.18834,9.753283,7.430811,8.482898,8.053968,6.5744777,15,3,3.6628976,1.0,3.0,,6.0,0.19207749,3.3327682,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
26702,2008,community services,airport weather observation systems; meteorological  events detection,PL/I,130,14822,11180,59.463936,58.3961,8.561773,5.10008,,20.107489,9.081078,17,4,1.0048785,2.0,4.0,0.04784836,7.0,,,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
26577,2009,surveillance & security,logistic or supply planning & control,RPG,137,740,2211,2.388357,10.57787,14.765636,53.935276,2.8919628,2.4056516,5.653155,15,0,1.5637611,1.0,8.0,1.1366079,1.0,7.3835835,0.16406734,,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
10393,2004,community services; government; public administration,catalogue/register of things or events,RPG,244,5897,4246,23.118711,17.450617,16.87234,128.8159,1.636262,6.7196403,16.5306,4,0,1.595593,2.0,6.0,0.0008439123,5.0,7.1788335,34.361824,2.0,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
26955,2007,community services,financial transaction process/accounting,C,162,1589,2057,6.8875885,8.681439,20.63466,5.406747,1.6095383,10.56238,6.2116413,8,0,,6.0,6.0,2.1963806,5.0,4.159031,11.570603,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True
31862,2005,transport & storage; wholesale & retail trade,"customer billing; document management; financial transaction process/accounting; online analysis and reporting; reservation system (eg. airline, hotel); stock control & order processing; workflow support & management",Visual Basic,674,1833,4223,2.201707,3.6455243,16.105999,139.81123,4.00731,14.041341,12.198834,15,4,1.9454291,3.0,6.0,,1.0,6.2471156,34.555004,0.0,,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,False,True,True,False,False,False,True,False,False,False,False,True
30792,2009,transport & storage,complex process control; workflow support & management,RPG,566,3645,5558,5.8232956,16.225431,43.402775,9.145576,1.9284956,19.458328,9.853875,10,0,2.716809,,,1.7979131,,12.555548,29.097385,0.0,4.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
12498,2009,community services; government,"document management; job, case, incident, project management",ASP.Net,37,163,167,7.3132186,7.6568494,5.826449,5.4907227,,2.474479,4.717857,14,2,1.0003284,3.0,5.0,0.050802916,3.0,1.3959677,1.3477567,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,True,True,True
25415,2013,post,workflow support & management,Java,167,246,212,2.0680857,2.5290763,5.0468407,99.251205,,3.4538076,4.5565567,13,7,1.5006692,2.0,,1.2684681,2.0,3.8029923,,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True
12581,2002,food processing,customer relationship management,PL/I,447,12636,8033,13.577688,7.832493,11.440076,159.32227,2.0480163,4.8664646,6.1684337,2,0,1.2675346,,7.0,5.192425,3.0,5.0126987,1.1783245,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True
23909,2010,community services; institutions eg. kindergartens,air traffic management,Java,74,126,93,2.1934752,2.4917228,,5.142294,6.1829395,5.5877986,3.1024754,11,2,1.0001472,3.0,1.0,,2.0,0.0045048785,4.155489,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
